X,Y,OBJECTID,Type,Name,Address,City,Zip,County,Certified,Organic,Certifie_1,Fruit,Vegetables,Herbs,Dairy,Egg,Beef,Poultry,Hog,Other_Anim,Other_Prod,Farm_Stand,Pick_your,Direct_Mea,CSA,Farmers_Ma,Wholesale,Restaurant,Agritouris,Education,X_Coord,Y_Coord,Website
-76.0124462284307,38.6599556284578,210,Farm,Cool Beans Farm,30720 Taylor Rd,Trappe,21673,Talbot, , , , ,Yes,Yes, , , , , , , , , , ,Yes, ,Yes,Yes, , ,-8461666.8081,4673079.5221,http://marylandsbest.net/producer/cool-beans-farm/
-77.672275478307,39.7101018516082,211,Farm,Cool Brook Farm,20026 Lehmans Mill Rd,Hagerstown,21742,Washington, , , , , , , ,Yes, ,Yes, , , , , , , , , , , , ,-8646438.155,4823904.0666,https://www.facebook.com/pages/cool-brook-farm/534584373300325?sk=info&tab=page_info
-75.6540833620924,37.9658181777168,212,Farm,"Coons Farms By The Bay, LLC",3231 Williams Point Road,Marion Station,21838,Somerset, , , ,Yes,Yes,Yes, ,Yes, , , , , , , , , ,Yes,Yes,Yes, , ,-8421774.0363,4574598.1925,http://marylandsbest.net/producer/coons-farms-by-the-bay-llc/
-76.7484291242935,39.1631828279395,213,Farm,Copper Penny Farm,7510 Race Road,Hanover,21076,Anne Arundel, , , , , , , ,Yes,Yes,Yes,Yes,Lamb,Honey,Yes, ,Yes, ,Yes, , , , ,-8543596.0493,4745073.1404,http://www.copperpennyfarm.net
-75.852757091575,38.645766777744,214,Farm,Cornerstone Farm,4720 Williamsburg Road,Hurlock,21643,Dorchester, , , ,Yes,Yes, , , , , , , , ,Yes, , , , , , , , ,-8443890.2947,4671056.9769,http://marylandsbest.net/producer/cornerstone-farm/
-75.2585957562269,38.4253894698706,215,Farm,Costa Ventosa,9031 Whaleyville Rd,Whaleyville,21872,Worcester, , , ,Yes, , , ,Yes, , , , ,Vineyard,Yes, , , , , , ,Yes, ,-8377748.5574,4639694.6,http://www.costaventosa.com
-76.10329071692,38.8158647821342,216,Farm,Cottingham Farm LLC,28038 Goldsborough Neck Rd,Easton,21601,Talbot,Yes - USDA, , , ,Yes,Yes, ,Yes, , ,Yes, , , , , ,Yes,Yes,Yes,Yes, , ,-8471779.5703,4695329.9988,http://www.cottinghamfarm.com/
-76.0203339567499,38.8655614858787,217,Farm,Councell Farms / Rainbow Farms LLC,11458 Old Cordova Rd,Cordova,21625,Talbot, , , ,Yes,Yes, , , , , , , , ,Yes,Yes, , , ,Yes, ,Yes, ,-8462544.866,4702432.6632,http://www.councellfarms.com
-79.3767630585849,39.3672923800916,218,Farm,Country Acre Farms,281 Smouse Rd,Oakland,21550,Garrett,Yes - USDA, , , ,Yes, , , , , , , , , , , , , , , , , ,-8836180.8445,4774420.4471,http://apps.ams.usda.gov/nop/
-77.1629074413538,39.4311511041349,219,Farm,Country Mouse Farm,14344 Harrisville Rd,Mount Airy,21771,Frederick, , , ,Yes,Yes, , ,Yes, , , ,Goat, , , , , , , , , , ,-8589735.5645,4783619.7914,http://farmersmarket.discoverfrederickmd.com/html/detail.htm?url=farmersmarket/html/detail.htm&cat=121&store=1200
-77.5770855657006,39.4036280748625,220,Farm,Country Pleasures Farm,6219 Harley Road,Middletown,21769,Frederick,Yes - USDA, , ,Yes,Yes,Yes, ,Yes,Yes, , , ,Vineyard, , , , ,Yes,Yes,Yes,Yes, ,-8635841.6624,4779653.8529,http://www.countrypleasuresfarm.com/countrypleasuresfarm.com/welcome.html
-76.4235618423621,38.3844442584513,221,Farm,Cove Point Winery,755 Cove Point Rd,Lusby,20657,Calvert, , , ,Yes, , , , , , , , ,Vineyard, , , , , ,Yes, ,Yes, ,-8507431.9889,4633878.1544,http://www.covepointwinery.com
-79.2966117747763,39.6881523209663,222,Farm,Cove Run Farms,596 Griffith Road,Accident,21520,Garrett, , , , , , , , , , , , ,Fish, , , , , , , ,Yes, ,-8827258.4444,4820728.3698,http://www.coverunfarmscornmaze.com
-77.6325538503289,39.3257913825127,223,Farm,Covenant Farm,3901 Lander Rd,Jefferson,21755,Frederick, , , , , , , , , , , ,Lamb, , , , , , , , , , ,-8642016.3636,4768446.4162,http://farmersmarket.discoverfrederickmd.com/html/detail.htm?url=farmersmarket/html/detail.htm&cat=120&store=1016
-77.0191863904759,39.5264342288374,224,Farm,Cow Creek Cattle Company,648 Warfieldsburg Road,Westminster,21157,Carroll, , , , ,Yes, , ,Yes, , , ,Rabbit, ,Yes, , , , , , , , ,-8573736.6103,4797361.7553,http://www.carrollag.org/farms/farmresultsdetail.cfm?id=301
-76.5669915183894,39.6234231923008,225,Farm,"Cows On The Loose, LLC",3120 Hunter Mill Rd.,White Hall,21161,Baltimore, , , , , , ,Yes, , , , , , , , , , ,Yes, , , , ,-8523398.5074,4811369.1189,http://www.harfordfarms.com/farmdetails.php?farmid=320
-76.6015205175126,38.5774263398492,226,Farm,Cox Farm Produce,2021 Solomons Island Road,Huntingtown,20639,Calvert, , , ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,-8527242.258,4661321.0153,http://marylandsbest.net/producer/cox-farm-produce/
-76.5273475318013,39.4737620229478,227,Farm,Cozy Hill Farm,4319 Long Green Rd,Glen Arm,21056,Baltimore, , , , , , , ,Yes, , , , , , , , , , ,Yes, , , ,-8518985.359,4789762.9151,http://mda.maryland.gov/foodfeedquality/documents/reg_lst11.19.14.pdf
-76.9622407122768,39.6124681659037,228,Farm,Cranberry Valley Angus,903 Sullivan Road,Westminster,21157,Carroll, , , , , , , , ,Yes, , , , , , ,Yes, , , , , , ,-8567397.4464,4809785.987,http://www.carrollag.org/farms/farmresultsdetail.cfm?id=312
-77.5671781039242,39.6948847567206,229,Farm,Creekside Farm,13703 Kretsinger Rd,Smithsburg,21783,Washington, , , , ,Yes, , , ,Yes, , , , , , , ,Yes, ,Yes,Yes, , ,-8634738.7688,4821702.3231,http://thecreeksidefarm.com/
-76.2674174926518,39.5298446945446,230,Farm,Creswell Lime,1408 Calvary Road,Bel Air,21014,Harford, , , , , , , , , , ,Yes, , , , , , , , , , , ,-8490050.0794,4797853.9702,http://www.harfordfarms.com/farmdetails.php?farmid=87
-76.6333936762444,39.0666981417794,231,Farm,Crispens' Farm And Greenhouses,820 Generals Highway,Millersville,21108,Anne Arundel, , , ,Yes,Yes,Yes, , , , , , ,"Nuts, Honey",Yes, , , ,Yes,Yes,Yes, , ,-8530790.3618,4731230.0172,http://marylandsbest.net/producer/crispens-farms-and-greenhouses/
-76.0648368076406,39.350084666432,232,Farm,Cristal Payne's,13600 Still Pond Road,Still Pond,21667,Kent, , , , ,Yes, , , , , , , , , ,Yes, , , , , ,Yes, ,-8467498.9007,4771942.9818,http://marylandsbest.net/producer/cristal-payne-s/
-77.0796555181375,39.7002776346374,233,Farm,"Critter Hill Farm, LLC",2333 Ziegler Outlet,Taneytown,21787,Carroll, , , , , , , ,Yes,Yes, , , , , , , , , , , , , ,-8580468.0028,4822482.5567,http://marylandhereford.com/pdfs%20and%20newsletters/2013-2015_mha%20full%20directory.pdf
-76.7603610671234,38.7506433139902,234,Farm,Croom Honey,10100 Croom Road,Upper Marlboro,20772,Prince Georges, , , , , , , , , , , , ,Honey,Yes, , , ,Yes, , , , ,-8544924.3071,4686016.0472,http://www.facebook.com/croomhoney
-75.2281670076236,38.3932608499201,235,Farm,Cross Farms,9933 Pitts Rd,Berlin,21811,Worcester, , ,Yes, ,Yes, , , , , , , , , , , , , , , , , ,-8374361.2446,4635130.3113,https://www.naturallygrown.org/producers/4895
-75.9263038248708,39.3169133521388,236,Farm,Crow Farm & Vineyard,12441 Vansants Corner Rd,Kennedyville,21645,Kent, , , ,Yes, , , ,Yes,Yes, , , ,Vineyard, , , , ,Yes,Yes, ,Yes, ,-8452077.4796,4767168.8922,http://www.crowfarmmd.com/
-77.6325538503289,39.3257913825127,237,Farm,Crumland Farm,7612 Willow Rd,Frederick,21702,Frederick, , , ,Yes,Yes,Yes, , , , , , , , ,Yes, , , , , ,Yes, ,-8642016.3636,4768446.4162,http://www.crumland.com
-75.9881574073022,38.8822995844059,238,Farm,Crystal Dawn's Produce,31293 Dukes Bridge Road,Cordova,21625,Talbot, , , ,Yes,Yes, , , , , , , , ,Yes, , , ,Yes, , , , ,-8458962.9889,4704825.9936,http://marylandsbest.net/producer/crystal-dawn-produce/
-77.7014642481876,39.4726831935406,239,Farm,Crystal Springs Farm,19200 Geeting Road,Keedysville,21756,Washington, , , ,Yes,Yes,Yes, ,Yes, ,Yes,Yes, , ,Yes, , ,Yes, , , , , ,-8649687.434,4789607.3362,http://www.localharvest.org/crystal-springs-farm-m50472
-77.0222827044955,39.4752831263132,240,Farm,Cultivale Farm,717 Muller Rd,Westminster,21157,Carroll, , , , , , , ,Yes, , , ,Lamb,Hops,Yes, , , , ,Yes, , , ,-8574081.2904,4789982.2788,http://www.cultivale.com/
-77.3460565265204,39.2559232198108,241,Farm,Cumos Ridge Farm,24400 Old Hundred Rd.,Comus,20842,Montgomery, , , , ,Yes,Yes, ,Yes, , , , , , , , ,Yes, , , , , ,-8610123.6274,4758396.9593,http://marylandsbest.net/producer/cumos-ridge-farm/
-75.7258554331203,38.3214781726153,242,Farm,Cutfresh Organics,4626 Cooper Road,Snow Hill,21863,Wicomico,Yes - USDA, , , ,Yes, , , , , , , ,Grain, , , , , ,Yes, , , ,-8429763.6667,4624939.9686,http://www.cutfreshorganics.com/
-77.4523786280289,39.167922421499,243,Farm,Cy & L Gardens,19016 Wasche Road,Dickerson,20842,Montgomery, , , , ,Yes, , , , , , , , , , , , ,Yes, , , , ,-8621959.3496,4745753.6416,http://marylandsbest.net/producer/cy-l-gardens/
-76.4130862168298,39.6147122936262,244,Farm,Cybee's Produce,3109 Sharon Road,Jarretsville,21084,Harford, , , ,Yes,Yes,Yes, , , , , , ,Honey,Yes, , ,Yes,Yes,Yes, , , ,-8506265.8476,4810110.2698,http://www.cybeeshoneyandproduce.com/
-76.8828546888857,39.6594462740885,245,Farm,Cygnus Wine Cellars,3130 Long Lane,Manchester,21102,Cecil, , , ,Yes, , , , , , , , ,Vineyard, , , , , ,Yes,Yes,Yes, ,-8558560.2347,4816576.6515,http://www.cygnuswinecellars.com/index.html
-76.6541756146409,39.3531930068923,246,Farm,Cylburn Aquaponics Project,4915 Greenspring Ave,Baltimore,21209,Baltimore City, , , , ,Yes, , , , , , , ,Fish, , , , ,Yes,Yes, , ,Yes,-8533103.7966,4772390.4572,https://www.facebook.com/pages/cylburn-aquaponics-farm/123357424383201
-75.28826883842,38.428581243931,247,Farm,Cypress Hill Farms,12645 Blueberry Rd,Whaleysville,21872,Worcester, , , , ,Yes, , ,Yes, ,Yes, , , , , , , , , , , , ,-8381051.7498,4640148.1439,https://www.facebook.com/cypresshillfarms/info?tab=page_info
-76.7273452181125,38.5003197238915,248,Farm,D & S Farm,38845 Mount Wolf Road,Charlotte Hall,20622,St. Mary's, , , ,Yes,Yes, , , , , , , , , , , , ,Yes,Yes, , , ,-8541248.9996,4650347.3149,http://marylandsbest.net/producer/d-s-farm/
-75.4090965560474,38.4028681451629,249,Farm,D And S Farms,34676 Cosher Wells Road,Pittsville,21850,Wicomico, , , ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,-8394502.2298,4636494.94,http://marylandsbest.net/producer/d-s-farm/
-76.5308626619659,38.5003631687606,250,Farm,"D.B. Farms, LLC",2785 Saint Leonard Road,Port Republic,20676,Calvert, , , ,Yes,Yes, , ,Yes, ,Yes, , ,"Hay, Straw, Wool", , , , , , , , , ,-8519376.6615,4650353.4946,http://www.localharvest.org/d-b-farms-llc-m34754
-76.4129958211594,39.4838872483272,251,Farm,D.C. Merritt And Son,2919 Harford Road,Hydes,21082,Harford, , , ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,-8506255.7848,4791223.2,http://www.harfordfarms.com/farmdetails.php?farmid=321
-76.5317397806026,39.6555777730791,252,Farm,Daily Crisis Farm,2837 Bradenbaugh Road,White Hall,21161,Harford, , , , , , ,Yes,Yes, ,Yes,Yes, , ,Yes, , , , , , , , ,-8519474.3019,4816017.2871,https://www.facebook.com/daily.crisis.farm/timeline
-77.6923394615689,39.5032875709136,253,Farm,Dakaroh Farm (Daniel Rohrer's Meats),6853 Wheeler Road,Boonsboro,21713,Washington, , , ,Yes,Yes, , ,Yes,Yes,Yes,Yes,"Lamb, Goat", , , , , ,Yes,Yes,Yes, , ,-8648671.6674,4794021.7563,http://marylandsbest.net/producer/dakaroh-farm/
-76.6301991467199,38.3424987153826,254,Farm,Dalton's Farm,24556 Mcintosh Road,Hollywood,20636,St. Mary's, , , , , , , ,Yes, , , , , ,Yes, , , , , , , , ,-8530434.7484,4627923.0206,http://marylandsbest.net/producer/dalton-s-farm/
-76.5393458583341,39.4813108365848,255,Farm,Dance Mill Farm,3930 Dance Mill Rd.,Phoenix,21131,Baltimore, , , , , , , , , , , ,Lamb, , , ,Yes, , , , , , ,-8520321.0066,4790851.6034,http://www.localharvest.org/dance-mill-farm-m46265
-76.2437716074501,39.6162820030648,256,Farm,Darlington Lamb / Springer Ridge Suffolks,1594 Nobles Mill Court,Darlington,21034,Harford, , , , , , , , , , , ,Lamb, , , , , , ,Yes, , , ,-8487417.8315,4810337.1035,http://www.harfordfarms.com/farmdetails.php?farmid=329
-77.1874661038172,39.6847837010103,257,Farm,De La Tierra Gardens,3968 Harney Rd,Taneytown,21787,Carroll, ,Yes, , ,Yes,Yes, ,Yes, , , , ,Edible Flowers, , , ,Yes,Yes, , , , ,-8592469.4223,4820241.0813,http://marylandsbest.net/producer/de-la-tierra-gardens/
-79.3658979675628,39.4361728560934,258,Farm,Deberry Farm,110 Deberry Lane,Oakland,21550,Garrett, , , ,Yes,Yes,Yes, , , , , , , , , , , ,Yes,Yes,Yes, , ,-8834971.3481,4784343.5711,http://www.deberryfarm.com
-76.5158459942819,38.81255852522,259,Farm,Deep Cove Farm,1254 Deep Cove Road,Churchtown,20733,Anne Arundel, , , ,Yes,Yes,Yes, , , , , , ,Honey,Yes, , , ,Yes,Yes, , , ,-8517705.0137,4694857.6437,http://www.deepcovefarms.com
-79.442068096797,39.7116442250732,260,Farm,Deep Creek Cellars,177 Frazee Ridge Rd,Friendsville,21531,Garrett, , , ,Yes, , , , , , , , ,Vineyard,Yes, , , , , , ,Yes, ,-8843450.5681,4824127.2579,http://www.deepcreekcellars.com
-76.8677827298959,39.5678946905907,261,Farm,Deep Run Farms,3617 St. Paul Road,Hampstead,21074,Carroll, , , ,Yes,Yes, , , ,Yes, , , , ,Yes, , ,Yes,Yes,Yes, ,Yes, ,-8556882.4319,4803347.1702,http://marylandsbest.net/producer/deep-run-farms/
-76.9841572597081,39.6918517572124,262,Farm,"Deep Run Pawpaw Orchard, Inc.",4265 Geeting Rd,Westminster,21158,Carroll, , , ,Yes, , , , , , , , , , , , , , ,Yes, , , ,-8569837.1853,4821263.54,http://marylandsbest.net/producer/deep-run-pawpaw-orchard-inc/
-76.3571194786099,39.5402860600903,263,Farm,Deer Creek Beef,424 North Main Street,Bel Air,21014,Harford, , , , , , , , ,Yes, , , , , , , , ,Yes,Yes, , , ,-8500035.6588,4799361.0689,http://marylandsbest.net/producer/deer-creek-beef/
-76.2397561381301,39.5207166492277,264,Farm,Deer Meadow Farm,1725 Tower Road,Aberdeen,21001,Harford, , , ,Yes, , , , ,Yes, ,Yes, , , , , , ,Yes, , , , ,-8486970.8315,4796536.6208,http://www.dmfarmsales.com/
-76.4922156373583,39.4851985312779,265,Farm,Dejon Vineyards,5300 Hydes Rd.,Hydes,21082,Baltimore, , , ,Yes, , , , , , , , ,Vineyard, , , , , , , ,Yes, ,-8515074.4944,4791412.332,http://www.dejonvineyard.com
-77.5618747406426,39.601025223455,266,Farm,Dekalew Farm,13422 Wolfsville Rd,Smithsburg,21783,Frederick, , , , ,Yes, , , ,Yes, , , , , , , , , ,Yes, , , ,-8634148.4011,4808132.6129,http://marylandsbest.net/producer/dekalew-farm/
-76.9253941226026,38.5690302540953,267,Farm,Demarr Homestead Farm,11005 Demarr Homestead Dr.,White Plains,20695,Charles, , , ,Yes,Yes,Yes, , , , , , , , , , , , , , , , ,-8563295.7028,4660125.5257,http://www.charlescounty.org/webdocs/tourism/forms/agriculture.operating%20farms%20listing.pdf
-77.2821455397803,39.6089210170375,268,Farm,Detour Vineyard And Winery,7933 Forest And Stream Club Rd.,Keymar,21757,Carroll, , , ,Yes, , , , , , , , ,Vineyard, , , , , ,Yes, ,Yes, ,-8603009.0889,4809273.4354,http://www.detourwinery.com
-77.7460701457229,39.5575113099716,269,Farm,Diamond Farm Inc,8804 Norbeck Dr,Fair Play,21783,Baltimore, , , , , , , ,Yes, , , , , , , , , , , , , , ,-8654652.9398,4801847.8439,http://mda.maryland.gov/foodfeedquality/documents/reg_lst.6.2015.pdf
-76.6124045477158,38.8678627757103,270,Farm,Dick And Jane's Farm,4361 Solomons Island Rd,Harwood,20776,Anne Arundel, , , ,Yes,Yes,Yes, , , , , , , ,Yes,Yes, , , , , ,Yes, ,-8528453.8627,4702761.6843,http://marylandsbest.net/producer/dick-and-jane-s-farm/
-77.6208933154958,39.3861490386399,271,Farm,Distillery Lane Ciderworks,5533 Gapland Rd.,Jefferson,21755,Frederick, , , ,Yes, , , , , , , , ,Cider,Yes, , , , , , ,Yes, ,-8640718.3188,4777136.0189,http://distillerylaneciderworks.com/
-76.5086283417911,39.6639909635137,272,Farm,Dixon Farm,4308 Carico Road,White Hall,21161,Harford, , , , , , ,Yes, , , , , , , , , , , , , , , ,-8516901.5483,4817233.8291,http://www.harfordfarms.com/farmdetails.php?farmid=303
-77.3271415711519,39.6334811128365,273,Farm,Dodson's Promised Land Farm,9750 Appolds Road,Rocky Ridge,21778,Frederick, , , , ,Yes,Yes, , ,Yes, , , , , , , , , , , , , ,-8608018.0242,4812822.829,http://dodsonspromisedlandfarm.com/
-76.6585766256096,38.9642734291352,274,Farm,Doepkens Farm,2657 Davidsonville Road,Gambrills,21054,Anne Arundel, , , , ,Yes, ,Yes,Yes,Yes,Yes, , , ,Yes, , , , ,Yes, ,Yes, ,-8533593.7149,4716555.3391,http://marylandsbest.net/producer/doepkens-farm/
-76.3307196542929,38.7452046739222,275,Farm,Dogwood Farm,21455 Donnell Jones Road,Sherwood,21665,Talbot, , , , ,Yes,Yes, ,Yes, , , , , ,Yes, , , , , , , , ,-8497096.8438,4685239.7668,http://www.mdcoastalbays.org/files/pdfs_pdf/lesson.pdf
-77.7221888821539,39.3970801489081,276,Farm,Don Mackenzie,3000 Harper's Ferry Rd,Sharpsburg,21701,Frederick, , , ,Yes,Yes, , , , , , , , , , , , , , , , , ,-8651994.4897,4778710.5582,http://farmersmarket.discoverfrederickmd.com/html/detail.htm?url=farmersmarket/html/detail.htm&cat=106&store=1137
-76.4129958211594,39.4838872483272,277,Farm,Donald C. Merritt & Son,2919 Harford Road,Hydes,21082,Harford, , , ,Yes,Yes, , , , , , , , , , , ,Yes,Yes,Yes, , , ,-8506255.7848,4791223.2,http://marylandsbest.net/producer/donald-c-merritt-son/
-76.5338622579722,38.5475779358787,278,Farm,Double Oak Farm,676 Double Oak Rd,Prince Frederick,20678,Calvert, ,Yes, ,Yes,Yes,Yes, , , , , , , , , , ,Yes, , , , , ,-8519710.575,4657071.6386,http://www.calvertag.com/farms/doubleoak.html
-78.5781595295309,39.6577886945678,279,Farm,Double Strand Ranch,"21100 Old Williams Road, SE",Flintstone,21530,Allegany, ,Yes, , , , , , , , , , , , , , , , , , , , ,-8747280.7063,4816336.9706,http://marylandsbest.net/producer/double-strand-ranch-ltd/
-76.4867503931709,39.6495783024897,280,Farm,Doug Smith,4337 Madonna Road,Street,21154,Harford, , , , , , ,Yes, , , , , , , , , , , , , , , ,-8514466.1062,4815149.8579,http://www.harfordfarms.com/farmdetails.php?farmid=304
-76.0380666591359,39.6734308766698,281,Farm,Dove Valley Vineyard & Winery,645 Harrington Road,Rising Sun,21911,Cecil, , , ,Yes, , , , , , , , ,Vineyard,Yes, , , , ,Yes,Yes,Yes, ,-8464518.8614,4818599.0109,http://www.dovevalleywine.com/index.html
-76.7630750572598,39.5305509775499,282,Farm,Dover Ridge Farm,3328 Butler Rd,Reisterstown,21136,Baltimore, , , , , , , ,Yes,Yes, , , , , , , , , , , , , ,-8545226.4271,4797955.9074,http://www.doverridgefarm.com/
-77.0449514238906,39.7055999604004,283,Farm,Down To Earth Farm,1415 Humbert Schoolhouse Road,Westminster,21158,Carroll, , , ,Yes,Yes, , , , , , , , , , , , ,Yes, , , , ,-8576604.7607,4823252.6427,http://marylandsbest.net/producer/down-to-earth-farm/
-77.1374496982415,39.446104611089,284,Farm,Dragonfly Farms,7670 Talbot Run,Mount Airy,21771,Frederick, , , ,Yes,Yes,Yes, ,Yes, , , , ,"Vinegar, Vineyard", , , ,Yes,Yes,Yes, , , ,-8586901.6215,4785775.1779,http://www.dffarms.com
-76.6134187124339,38.6173053461602,285,Farm,Dreamscape Farm,Hunting Creek Rd & Old Town Rd (Po Box 328),Huntingtown,20639,Calvert, , , , , , , ,Yes, , , ,Lamb, , , , , , , , , , ,-8528566.759,4667001.1582,http://www.calvertag.com/farms/dreamscape.html
-75.6271808908481,38.0694711968764,286,Farm,Dryden Farms,32435 Rehobeth Road,Pocomoke City,21851,Somerset, , , , ,Yes, , , , , , , , , , , , ,Yes, , , , ,-8418779.2669,4589244.4168,http://marylandsbest.net/producer/dryden-farms/
-76.5386445408968,39.6186786436284,287,Farm,Due - Berry Acres,4319 Norrisville Rd,White Hall,21161,Harford, , , ,Yes,Yes, , , , , ,Yes, , , ,Yes, , ,Yes, , ,Yes, ,-8520242.9363,4810683.4443,http://www.harfordfarms.com/farmdetails.php?farmid=36
-76.3615527112494,39.5045239918092,288,Farm,Duncale Farm,901 Whitaker Mill Road,Joppa,21085,Harford, , , ,Yes,Yes, , ,Yes,Yes, , , ,Grain, , , , ,Yes, , , , ,-8500529.164,4794200.1403,http://www.harfordfarms.com/farmdetails.php?farmid=185
-77.1900881432995,39.3182618439761,289,Farm,Dusty Hill Farm-Tend-R-Leen-Beef,28055 Ridge Rd,Damascus,20872,Montgomery, , , , , , , , ,Yes, , , , , , ,Yes, , , , , , ,-8592761.3064,4767362.926,http://www.montgomerycountymd.gov/agservices/resources/files/publications/2015farmdirectory3rd.pdf
-75.9510391203737,39.5664142182542,290,Farm,Eagle's Roost Farm And Orchards,632 Hances Point Road,North East,21901,Cecil, , , ,Yes,Yes, , , , , , , , , , , , , , , , , ,-8454831.0001,4803133.3811,http://www.ccgov.org/dept_ecdev/ag_fruitsvegs.cfm
-76.4661400958757,39.021658740272,291,Farm,Early Rise Farm,253 Old Mill Bottom Rd S,Annapolis,21409,Anne Arundel, , , , , , , ,Yes, , , , , , , , , , , , , , ,-8512171.7784,4724774.4763,http://mda.maryland.gov/foodfeedquality/documents/reg_lst11.19.14.pdf
-77.5037633411572,39.3591565012116,292,Farm,Earth Goddess Organics,4709A Elmer Derr Rd,Frederick,21703,Frederick, ,Yes, ,Yes,Yes, , ,Yes, , , , , ,Yes,Yes, , , , , ,Yes, ,-8627679.4697,4773249.0151,http://marylandsbest.net/producer/earth-goddess-organics-eyectchers-landscaping/
-77.26153101681,39.2989116074936,293,Farm,East Rivendell Farm,26904 Clarksburg Rd,Damascus,20874,Montgomery, , , , ,Yes,Yes, ,Yes,Yes,Yes, , , ,Yes, , , ,Yes, , , , ,-8600714.2907,4764578.9885,http://www.eastrivendellfarm.com/
-75.9287359766717,39.2030658653447,294,Farm,Eastern Shore Aquatics / Pondtown Farm,110 Goose Valley Fish Lane,Chestertown,21620,Queen Anne's, , , , , , , , , , , , ,Fish, , , , , , , ,Yes, ,-8452348.2255,4750800.8972,http://marylandsbest.net/producer/pondtown-farms/
-76.9459563923694,39.5062564834816,295,Farm,Eastview Farms,1400 Deer Park Rd.,Finksburg,21048,Carroll, , , , ,Yes, , ,Yes, ,Yes, ,Goat,Grain,Yes, , , , , , , , ,-8565584.6842,4794450.1,http://www.carrollag.org/pdf/farmdirectory.pdf
-76.9350607307799,38.9477771511617,296,Farm,Eco City Farms (Engaged Community Offshoots),4913 Crittenden Street,Edmonston,20737,Prince Georges, , ,Yes,Yes,Yes, , , , , , , , , , , ,Yes,Yes, , , , ,-8564371.7847,4714193.8558,http://www.ecocityfarms.org/
-76.8468802816057,38.9534348293658,297,Farm,Eco Farms,9204 Crandall Rd,Lanham,20706,Prince Georges, ,Yes, ,Yes,Yes,Yes, , , , , , ,Honey, , , , , ,Yes, , , ,-8554555.582,4715003.7046,http://marylandsbest.net/producer/eco-farms/
-75.9814255547339,38.7304411953552,298,Farm,Ed Collins' Greenhouse,20981 Hog Island Rd,Preston,21655,Caroline, , , , , ,Yes, , , , , , , , , , , , , , , , ,-8458213.6025,4683132.8103,http://marylandsbest.net/producer/ed-collins-greenhouse/
-76.3501914258987,39.37418238372,299,Farm,Ed Reider,13210 Choptank Road,Baltimore,21220,Baltimore, , , ,Yes,Yes, , , , , , , , , , , , , , , , , ,-8499264.4315,4775412.6004,http://www.harfordfarms.com/productlist.php?productid=21
-76.7249195979621,39.5341130571871,300,Farm,Eden Farms,Western Run Rd & Belfast Rd.,Sparks,21152,Baltimore, , , , ,Yes,Yes, , , , , , , , , , , ,Yes, , , , ,-8540978.9808,4798470.035,http://marylandsbest.net/producer/32nd-street-waverly-farmers-market/
-75.9059699284088,39.6317163892686,301,Farm,Eder Farm LLC,235 Nottingham Rd,Elkton,21921,Cecil, , ,Yes, ,Yes, , , , , , , , , , , , , , , , , ,-8449813.9206,4812567.7514,https://www.naturallygrown.org/producers/list/227/md
-77.5437210526801,39.6736133142232,302,Farm,"Edgemont Orchards, Inc.",13034 Jacques Lane,Smithsburg,21783,Washington, , , ,Yes, , , , , , , , , , ,Yes, , , , , ,Yes, ,-8632127.5418,4818625.3965,http://www.marylandapples.com/washington_county.html
-75.8382380618123,38.8717248251554,303,Farm,Edinburg Preserve,926 Sunday Dr,Denton,21629,Caroline, ,Yes, , ,Yes, , , , , , , ,"Grain, Hay", , , , , , , , , ,-8442274.0437,4703313.875,http://marylandsbest.net/producer/edinburg-preserve/
-76.8187772622898,39.3556862088169,304,Farm,Edrich Farm,2829 Offutt Rd.,Randallstown,21133,Baltimore,Yes - USDA,Yes, , ,Yes, , , , , , , ,Sprouts, , , , , ,Yes, , , ,-8551427.1682,4772749.3919,http://marylandsbest.net/producer/edrich-farm-inc/
-76.479570951419,39.5273010837457,305,Farm,Ehrhardt Farms Inc.,2730 Baldwin Mill Road,Baldwin,21013,Harford, , , , , , ,Yes, , , , , , , , , , , , , , , ,-8513666.8944,4797486.8617,http://www.harfordfarms.com/farmdetails.php?farmid=242
-77.728731519879,39.344819860261,306,Farm,Ehrhardt's Organic Farm,1032 Hoffmaster Road,Knoxville,21758,Washington, ,Yes, , ,Yes,Yes, ,Yes, , , , , , , , ,Yes, , , , , ,-8652722.8128,4771185.1079,http://marylandsbest.net/producer/ehrhardt-organic-farm/
-77.1362088876789,39.4650896873407,307,Farm,Elk Run Vineyards,15113 Liberty Rd,Mount Airy,21771,Frederick, , , ,Yes, , , , , , , , ,Vineyard,Yes, , , , , , ,Yes, ,-8586763.4951,4788512.3385,http://www.elkrun.com
-76.3077896742704,39.4763225886402,308,Farm,Ellen Parks,3015 Abingdon Road,Abingdon,21009,Harford, , , , ,Yes, , , , , , , , , , , , , , , , , ,-8494544.2901,4790132.1861,http://www.harfordfarms.com/farmdetails.php?farmid=126
